respondent_id,persona_label,persona_id,A_city_tier,A_gender,A_age,A_education_level,A_stream,A_institution_type,A_family_income_band,A_family_income_score,B_prior_paid_course,B_prior_paid_score,B_exam_prep,B_acad_performance_score,B_acad_performance_label,B_self_learning_hrs,B_self_learning_score,C_career_clarity_stage,C_confusion_level_score,C_confusion_level_label,C_worry_frequency_score,C_worry_frequency_label,C_family_decision_authority,C_family_decision_score,C_trusted_info_source,C_prior_platform_use,C_biggest_challenge,C_emotional_pain_type,D_risk_tolerance,D_risk_tolerance_score,D_motivation_type,D_motivation_score,D_locus_of_control_score,D_locus_of_control_label,D_career_stage,E_career_domain_1,E_career_domain_2,E_career_domain_3,E_learning_preference,E_feat_career_match,E_feat_roadmap,E_feat_job_market,E_feat_chatbot,E_feat_college_rec,E_feat_mock_interview,E_feat_scholarship,E_feat_peer_bench,E_primary_device,E_language_preference,E_longitudinal_consent,F_wtp_monthly_band,F_wtp_score_continuous,F_pricing_model_pref,F_payment_trigger,F_will_pay_binary,F_will_use_platform,F_will_use_binary
R1748,Career Switcher,2,Tier 2,Female,23,Postgraduate,Science,Government/Aided,Above Rs20L,5,Yes currently,4,NDA,3,Average,5-10hrs,4,Parents decided - not sure its right,3,Medium,4,Often,Mostly me parents input,4,Friends in career,No didnt know,Dont know strengths,Family conflict,Depends on factors,2,Mostly personal growth,4,3,Balanced,Decision Making,Sports,Technology,Business,Reading articles,5,5,3,4,4,3.0,5,3.0,Smartphone Android,Hindi,Yes,Rs100-Rs299,2.7,Annual plan,Free trial,1,Yes,1
R1749,Career Switcher,2,Tier 3,Female,18,Undergraduate,Arts,Private,Rs2L-Rs5L,2,No free only,1,UPSC,4,Good,1-3hrs,2,"Know what I want, not how to get there",2,Low,5,Almost Every Day,Mostly parents I follow,2,YouTube/Instagram,Yes not helpful enough,Dont know strengths,Family conflict,Depends on factors,2,Balanced both,4,3,Balanced,Planning,Media,Medicine,Design,Hands-on projects,3,4,2,4,4,5.0,4,2.0,Smartphone Android,Hindi,Yes,Rs300-Rs499,4.8,Annual plan,Affordable price,1,Yes,1
R1750,Focused Achiever,1,Tier 1,Female,24,Postgraduate,Vocational/Other,Private,Rs10L-Rs20L,4,Yes before,3,Not sure,4,Good,5-10hrs,4,"Have interests, dont know career match",2,Low,3,Sometimes,I decide completely,5,Official websites,Yes not helpful enough,Wrong college choice,Execution gap,High-risk reward,3,Mostly personal growth,4,5,Internal,Execution,Medicine,Media,Law,Hands-on projects,5,4,5,5,5,5.0,5,4.0,Laptop/Desktop,English only,No,Rs100-Rs299,2.9,Monthly subscription,Teacher recommendation,1,Yes,1
R1751,Parent Driven Student,4,Tier 2,Female,21,Undergraduate,Commerce,Private,Rs10L-Rs20L,4,Parents pay,2,Not sure,2,Below Average,3-5hrs,3,No idea where to begin,3,Medium,4,Often,Parents already decided,1,Friends in career,Yes not helpful enough,Lack of info new careers,Family conflict,Stable job,1,Balanced both,3,3,Balanced,Execution,Finance,Media,Social Work,Talking to mentor,5,5,3,4,4,2.0,4,3.0,Shared family device,English Hindi mix,Yes,Rs100-Rs299,3.4,Annual plan,Teacher recommendation,1,No,0
R1752,Budget Conscious Learner,3,Tier 2,Female,18,Undergraduate,Commerce,Private,Rs2L-Rs5L,2,Yes before,3,Not sure,2,Below Average,Less than 1hr,1,Parents decided - not sure its right,3,Medium,3,Sometimes,Mostly parents I follow,2,YouTube/Instagram,No but looked,Job availability worry,Family conflict,Depends on factors,2,Mostly financial,3,4,Mostly Internal,Decision Making,Defence,Business,Finance,Watching videos,5,3,5,2,3,4.0,3,3.0,Smartphone Android,Regional language,No,Free only,0.0,Completely free,No trigger,0,Yes,1
R1753,Budget Conscious Learner,3,Tier 2,Female,13,Grade 8-10,Science,Private,Below Rs2L,1,No free only,1,None,3,Average,1-3hrs,2,"Chosen path, need plan",4,High,3,Sometimes,I decide completely,5,YouTube/Instagram,No but looked,Too many options,Lacks self-awareness,Stable job,1,Balanced both,3,3,Balanced,Decision Making,Technology,Medicine,Business,Quizzes interactive,4,3,4,4,3,2.0,4,5.0,Smartphone Android,Hindi,Yes,Up to Rs99,0.7,Completely free,Friend recommendation,1,Yes,1
R1754,Career Switcher,2,Tier 2,Female,18,Undergraduate,Arts,Private,Rs5L-Rs10L,3,Yes before,3,None,2,Below Average,5-10hrs,4,Parents decided - not sure its right,3,Medium,4,Often,Mostly parents I follow,2,School counselor,No didnt know,Wrong college choice,Family conflict,Stable job,1,Mostly personal growth,4,3,Balanced,Planning,Teaching,Design,Law,Talking to mentor,3,4,4,3,5,4.0,3,4.0,Smartphone Android,Regional language,Yes,Up to Rs99,1.0,Free one-time report,Friend recommendation,1,Yes,1
R1755,Confused Explorer,0,Tier 1,Male,20,Undergraduate,Science,Government/Aided,Rs2L-Rs5L,2,Yes before,3,None,1,Struggling,Less than 1hr,1,"Have interests, dont know career match",5,Very High,5,Almost Every Day,Equal joint decision,3,School counselor,No didnt know,Family pressure,Overwhelmed by options,High-risk reward,3,Mostly financial,2,4,Mostly Internal,Exploration,Medicine,Technology,Sports,Talking to mentor,4,4,4,4,3,3.0,4,2.0,Smartphone Android,Hindi,Yes,Rs100-Rs299,3.1,Completely free,Outcome data,1,Yes,1
R1756,Budget Conscious Learner,3,Tier 1,Male,20,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,None,2,Below Average,Less than 1hr,1,"Know what I want, not how to get there",3,Medium,3,Sometimes,Mostly parents I follow,2,Official websites,No but looked,Too many options,Financial anxiety,Stable job,1,Mostly financial,2,4,Mostly Internal,Decision Making,Medicine,Technology,Science Research,Watching videos,3,5,4,4,5,3.0,5,4.0,Smartphone Android,English Hindi mix,No,Up to Rs99,1.0,Completely free,Friend recommendation,1,Yes,1
R1757,Confused Explorer,0,Tier 1,Female,18,Grade 11-12,Science,Government/Aided,Above Rs20L,5,No free only,1,CLAT,3,Average,3-5hrs,3,No idea where to begin,4,High,4,Often,Parents already decided,1,Parents/relatives,No but looked,Job availability worry,Lacks self-awareness,High-risk reward,3,Mostly personal growth,3,2,Mostly External,Exploration,Technology,Medicine,Science Research,Reading articles,5,5,3,3,5,3.0,3,3.0,Laptop/Desktop,Regional language,Yes,Up to Rs99,1.1,School pays,Free trial,1,No,0
R1758,Parent Driven Student,4,Tier 2,Other/Prefer not to say,22,Undergraduate,Arts,Online/Distance,Rs10L-Rs20L,4,Yes currently,4,Not sure,2,Below Average,Less than 1hr,1,Parents decided - not sure its right,3,Medium,4,Often,Parents already decided,1,Friends in career,No but looked,Family pressure,Family conflict,High-risk reward,3,Mostly personal growth,3,2,Mostly External,Decision Making,Law,Defence,Business,Talking to mentor,3,4,3,3,3,3.0,5,4.0,Laptop/Desktop,English Hindi mix,No,Up to Rs99,1.1,Monthly subscription,Affordable price,1,Yes,1
R1759,Career Switcher,2,Tier 2,Male,16,Grade 11-12,Vocational/Other,Not enrolled,Rs5L-Rs10L,3,Parents pay,2,NEET,4,Good,1-3hrs,2,"Chosen path, need plan",3,Medium,3,Sometimes,Equal joint decision,3,Friends in career,Yes helpful,Job availability worry,Family conflict,Depends on factors,2,Mostly personal growth,3,4,Mostly Internal,Planning,Teaching,Science Research,Design,Talking to mentor,4,5,4,4,5,3.0,5,2.0,Smartphone Android,Regional language,Yes,Rs100-Rs299,2.7,Monthly subscription,Free trial,1,No,0
R1760,Budget Conscious Learner,3,Tier 2,Female,18,Grade 11-12,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,None,3,Average,Less than 1hr,1,"Have interests, dont know career match",5,Very High,4,Often,Mostly me parents input,4,YouTube/Instagram,No didnt know,Lack of info new careers,Overwhelmed by options,Depends on factors,2,Balanced both,3,3,Balanced,Exploration,Media,Technology,Law,Watching videos,5,4,3,5,5,3.0,3,4.0,Smartphone Android,Regional language,Yes,Free only,0.0,Pay per session,No trigger,0,No,0
R1761,Parent Driven Student,4,Tier 2,Other/Prefer not to say,18,Grade 11-12,Science,Central School,Below Rs2L,1,Parents pay,2,None,2,Below Average,3-5hrs,3,No idea where to begin,2,Low,4,Often,Parents already decided,1,Parents/relatives,No didnt know,Family pressure,Financial anxiety,Stable job,1,Mostly personal growth,3,3,Balanced,Decision Making,Finance,Medicine,Defence,Watching videos,4,5,3,2,4,2.0,4,3.0,Smartphone Android,English only,Yes,Free only,0.3,School pays,School subscribed,0,Yes,1
R1762,Confused Explorer,0,Tier 1,Female,13,Grade 8-10,Vocational/Other,Government/Aided,Rs5L-Rs10L,3,No free only,1,,5,Excellent,Less than 1hr,1,"Have interests, dont know career match",5,Very High,3,Sometimes,Equal joint decision,3,YouTube/Instagram,No didnt know,Family pressure,Financial anxiety,Stable job,1,Balanced both,3,2,Mostly External,Decision Making,Technology,Medicine,Defence,Watching videos,3,3,3,3,4,4.0,4,4.0,Smartphone Android,Regional language,Yes,Up to Rs99,1.3,Monthly subscription,Friend recommendation,1,No,0
R1763,Focused Achiever,1,Tier 1,Male,18,Grade 11-12,Science,Government/Aided,Above Rs20L,5,Yes currently,4,CAT/MBA,5,Excellent,5-10hrs,4,"Know what I want, not how to get there",1,Very Low,2,Rarely,I decide completely,5,Friends in career,No but looked,Job availability worry,Execution gap,High-risk reward,3,Mostly personal growth,4,4,Mostly Internal,Transition,Science Research,Technology,Medicine,Watching videos,5,3,5,5,3,5.0,5,3.0,Smartphone iOS,English Hindi mix,Yes,Rs100-Rs299,6.958511203985256,School pays,Outcome data,0,Yes,1
R1764,Parent Driven Student,4,Tier 3,Female,18,Grade 11-12,Commerce,Government/Aided,Rs5L-Rs10L,3,No free only,1,None,3,Average,1-3hrs,2,Parents decided - not sure its right,5,Very High,5,Almost Every Day,Parents already decided,1,Parents/relatives,No but looked,Family pressure,Financial anxiety,High-risk reward,3,Balanced both,4,2,Mostly External,Transition,Social Work,Business,Finance,,5,5,5,3,3,3.0,5,3.0,Smartphone Android,English only,No,Rs100-Rs299,2.8,School pays,Friend recommendation,1,Yes,1
R1765,Budget Conscious Learner,3,Tier 2,Female,24,Postgraduate,Commerce,Government/Aided,Rs2L-Rs5L,2,Yes currently,4,CAT/MBA,3,Average,3-5hrs,3,Parents decided - not sure its right,3,Medium,3,Sometimes,Mostly parents I follow,2,Career apps,No didnt know,Too many options,Financial anxiety,Depends on factors,2,Balanced both,2,3,Balanced,Planning,Finance,Design,Business,Reading articles,4,4,3,2,2,3.0,5,3.0,Laptop/Desktop,Hindi,Yes,Rs100-Rs299,3.1,Free one-time report,Outcome data,1,Yes,1
R1766,Confused Explorer,0,Tier 1,Male,22,Undergraduate,Science,Central School,Below Rs2L,1,Parents pay,2,JEE,4,Good,1-3hrs,2,"Have interests, dont know career match",5,Very High,4,Often,I decide completely,5,YouTube/Instagram,No but looked,Lack of info new careers,Overwhelmed by options,Depends on factors,2,Mostly personal growth,4,3,Balanced,Exploration,Technology,Media,Science Research,Watching videos,3,4,3,3,5,1.0,4,3.0,Smartphone Android,,Yes,Up to Rs99,1.2,Annual plan,Affordable price,1,Yes,1
R1767,Confused Explorer,0,Tier 1,Female,25,Postgraduate,Arts,Central School,Below Rs2L,1,No free only,1,CLAT,3,Average,1-3hrs,2,No idea where to begin,5,Very High,5,Almost Every Day,Parents already decided,1,Parents/relatives,No but looked,Dont know strengths,Information gap,Stable job,1,Balanced both,2,3,Balanced,Exploration,Design,Law,Media,Watching videos,2,4,4,5,4,3.0,5,4.0,Smartphone iOS,No preference,No,Free only,0.0,Completely free,Affordable price,0,Yes,1
R1768,Focused Achiever,1,Tier 3,Female,16,Grade 11-12,Commerce,Private,Rs5L-Rs10L,3,Yes currently,4,NDA,3,Average,3-5hrs,3,"Chosen path, need plan",2,Low,2,Rarely,Mostly me parents input,4,Official websites,Yes helpful,Wrong college choice,Financial anxiety,Stable job,1,Balanced both,3,4,Mostly Internal,Execution,Sports,Media,Business,Talking to mentor,5,5,3,4,3,3.0,3,4.0,Shared family device,English only,Yes,Free only,0.0,Monthly subscription,Outcome data,0,Yes,1
R1769,Career Switcher,2,Tier 2,Female,24,Postgraduate,Science,Online/Distance,Rs5L-Rs10L,3,Yes before,3,None,4,Good,3-5hrs,3,"Have interests, dont know career match",4,High,3,Sometimes,I decide completely,5,Official websites,Yes not helpful enough,Lack of info new careers,Financial anxiety,Stable job,1,Balanced both,3,3,Balanced,Transition,Science Research,Business,Medicine,Live workshops,3,4,4,5,3,5.0,4,3.0,Laptop/Desktop,Regional language,Yes,Rs100-Rs299,2.9,Completely free,Friend recommendation,1,Yes,1
R1770,Budget Conscious Learner,3,Tier 2,Male,13,Grade 8-10,Commerce,Private,Below Rs2L,1,Yes before,3,CAT/MBA,4,Good,5-10hrs,4,No idea where to begin,5,Medium,3,Sometimes,I decide completely,5,Official websites,No didnt know,Family pressure,Lacks self-awareness,Stable job,1,Balanced both,5,3,Balanced,Exploration,Finance,Design,Business,Talking to mentor,3,3,3,4,3,4.0,4,4.0,Laptop/Desktop,Hindi,Yes,Rs100-Rs299,3.4,Free one-time report,Free trial,1,Yes,1
R1771,Budget Conscious Learner,3,Tier 1,Male,18,Undergraduate,Arts,Private,Below Rs2L,1,No free only,1,CLAT,3,Average,1-3hrs,2,"Chosen path, need plan",2,Low,4,Often,Mostly me parents input,4,Official websites,Yes not helpful enough,Job availability worry,Overwhelmed by options,High-risk reward,3,Balanced both,2,3,Balanced,Planning,Teaching,Sports,Law,Watching videos,4,3,4,4,3,4.0,4,4.0,Smartphone Android,Regional language,Yes,Rs300-Rs499,4.9,Monthly subscription,Outcome data,1,Yes,1
R1772,Focused Achiever,1,Tier 2,Female,23,Postgraduate,Science,Private,Rs5L-Rs10L,3,No free only,1,UPSC,5,Excellent,More than 10hrs,5,"Chosen path, need plan",2,Low,1,Never,Mostly me parents input,4,Dont trust any,No but looked,Job availability worry,Execution gap,High-risk reward,3,Mostly personal growth,4,5,Internal,Decision Making,Media,Science Research,Technology,Live workshops,3,5,5,4,5,4.0,5,4.0,Smartphone Android,English Hindi mix,Yes,Rs300-Rs499,4.7,Monthly subscription,Friend recommendation,1,Yes,1
R1773,Focused Achiever,1,Tier 1,Male,22,Undergraduate,Science,Private,Rs5L-Rs10L,3,Yes before,3,UPSC,3,Average,1-3hrs,2,"Know what I want, not how to get there",1,Very Low,2,Rarely,Mostly parents I follow,2,Career apps,Yes helpful,Job availability worry,Lacks self-awareness,High-risk reward,3,Mostly personal growth,2,4,Mostly Internal,Execution,Law,Science Research,Medicine,Live workshops,5,5,3,5,4,4.0,3,4.0,Shared family device,No preference,Yes,Up to Rs99,0.9,Free one-time report,Teacher recommendation,1,Yes,1
R1774,Focused Achiever,1,Tier 3,Male,17,Grade 11-12,Arts,Private,Above Rs20L,5,Yes currently,4,UPSC,5,Excellent,1-3hrs,2,"Chosen path, need plan",1,Very Low,2,Rarely,I decide completely,5,Career apps,No but looked,No guidance,Execution gap,High-risk reward,3,Mostly personal growth,2,5,Internal,Execution,Teaching,Media,Science Research,Watching videos,5,5,5,3,4,5.0,3,3.0,Smartphone iOS,English Hindi mix,Yes,Up to Rs99,0.8,Annual plan,Outcome data,1,Yes,1
R1775,Budget Conscious Learner,3,Tier 3,Female,19,Undergraduate,Commerce,Government/Aided,Below Rs2L,1,No free only,1,UPSC,3,Average,1-3hrs,2,"Have interests, dont know career match",3,Medium,3,Sometimes,I decide completely,5,School counselor,No didnt know,Wrong college choice,Family conflict,High-risk reward,3,Balanced both,4,3,Balanced,Exploration,Law,Finance,Sports,Talking to mentor,3,5,4,2,3,3.0,3,4.0,Laptop/Desktop,Regional language,Yes,Rs300-Rs499,5.0,Completely free,Affordable price,1,Yes,1
R1776,Budget Conscious Learner,3,Tier 1,Female,20,Undergraduate,Vocational/Other,Government/Aided,Below Rs2L,1,No free only,1,CAT/MBA,4,Good,1-3hrs,2,Parents decided - not sure its right,3,Medium,2,Rarely,Equal joint decision,3,YouTube/Instagram,No but looked,Dont know strengths,Family conflict,Stable job,1,Mostly personal growth,3,3,Balanced,Planning,Medicine,Defence,Science Research,Talking to mentor,3,3,4,4,4,2.0,5,4.0,Smartphone Android,English Hindi mix,Yes,Rs300-Rs499,5.0,Annual plan,Affordable price,1,No,0
R1777,Budget Conscious Learner,3,Tier 3,Male,20,Undergraduate,Science,Private,Rs5L-Rs10L,3,No free only,1,None,3,Average,3-5hrs,3,"Know what I want, not how to get there",3,Medium,3,Sometimes,Mostly me parents input,4,Parents/relatives,No but looked,Wrong college choice,Financial anxiety,Stable job,1,Balanced both,4,3,Balanced,Planning,Medicine,Business,Finance,Hands-on projects,5,4,3,3,5,1.0,4,2.0,Smartphone Android,English only,No,Rs100-Rs299,2.8,Annual plan,Teacher recommendation,1,No,0
R1778,Parent Driven Student,4,Tier 3,Male,21,Undergraduate,Arts,Private,Rs10L-Rs20L,4,Yes currently,4,None,3,Average,1-3hrs,2,Parents decided - not sure its right,3,Medium,4,Often,Mostly parents I follow,2,School counselor,No didnt know,Lack of info new careers,Information gap,Stable job,1,Balanced both,1,2,Mostly External,Planning,Sports,Finance,Law,Talking to mentor,3,4,3,4,4,4.0,5,4.0,Shared family device,Regional language,No,Rs100-Rs299,2.8,School pays,Teacher recommendation,1,Yes,1
R1779,Confused Explorer,0,Tier 1,Male,17,Grade 11-12,Science,Private,Below Rs2L,1,No free only,1,CAT/MBA,3,Average,More than 10hrs,5,No idea where to begin,5,Very High,3,Sometimes,Equal joint decision,3,Friends in career,Yes helpful,Job availability worry,Lacks self-awareness,Depends on factors,2,Mostly personal growth,2,3,Balanced,Exploration,Teaching,Technology,Design,Watching videos,4,4,3,2,4,3.0,4,3.0,Smartphone Android,Hindi,Yes,Up to Rs99,0.9,Monthly subscription,Free trial,1,Yes,1
R1780,Confused Explorer,0,Tier 3,Male,19,Undergraduate,Arts,Online/Distance,Rs10L-Rs20L,4,Parents pay,2,JEE,4,Good,1-3hrs,2,Parents decided - not sure its right,5,Very High,4,Often,Mostly parents I follow,2,Dont trust any,No didnt know,Family pressure,Family conflict,Stable job,1,Mostly financial,2,3,Balanced,Exploration,Media,Business,Design,Watching videos,5,3,4,2,4,2.0,5,3.0,Smartphone Android,Regional language,No,Up to Rs99,0.9,Annual plan,Affordable price,1,Yes,1
R1781,Focused Achiever,1,Tier 1,Female,21,Undergraduate,Commerce,Private,Below Rs2L,1,Yes currently,4,CUET,5,Excellent,Less than 1hr,1,"Chosen path, need plan",2,Low,3,Sometimes,Mostly parents I follow,2,YouTube/Instagram,Yes not helpful enough,Job availability worry,Execution gap,Stable job,1,Mostly personal growth,4,4,Mostly Internal,Execution,Science Research,Design,Business,Watching videos,4,5,5,3,3,3.0,5,4.0,Smartphone Android,English Hindi mix,Yes,Rs100-Rs299,3.0,Monthly subscription,Affordable price,1,Yes,1
R1782,Focused Achiever,1,Tier 2,Male,18,Undergraduate,Arts,Online/Distance,Rs5L-Rs10L,3,Yes currently,4,CLAT,4,Good,3-5hrs,3,"Chosen path, need plan",2,Low,2,Rarely,I decide completely,5,Official websites,No but looked,Family pressure,Execution gap,Stable job,1,Balanced both,4,5,Internal,Execution,Science Research,Design,Law,Reading articles,5,5,4,3,5,5.0,5,4.0,Smartphone Android,No preference,No,Rs300-Rs499,5.0,Free one-time report,Outcome data,1,Yes,1
R1783,Confused Explorer,0,Tier 3,Female,15,Grade 8-10,Commerce,Government/Aided,Rs5L-Rs10L,3,Parents pay,2,None,2,Below Average,5-10hrs,4,"Have interests, dont know career match",4,High,3,Sometimes,Parents already decided,1,Official websites,Yes not helpful enough,Family pressure,Execution gap,Depends on factors,2,Balanced both,2,2,Mostly External,Exploration,Law,Business,Finance,Talking to mentor,4,5,4,4,3,3.0,2,3.0,Smartphone Android,Hindi,No,Free only,0.0,Completely free,Friend recommendation,0,Yes,1
R1784,Parent Driven Student,4,Tier 1,Male,17,Grade 11-12,Arts,Not enrolled,Rs5L-Rs10L,3,No free only,1,None,4,Good,5-10hrs,4,"Chosen path, need plan",3,Medium,3,Sometimes,Equal joint decision,3,Official websites,No but looked,Family pressure,Overwhelmed by options,Depends on factors,2,Balanced both,2,3,Balanced,Planning,Technology,Law,Design,Reading articles,3,4,3,3,3,2.0,5,3.0,Smartphone Android,Hindi,Yes,Up to Rs99,1.0,Completely free,Affordable price,1,Yes,1
R1785,Focused Achiever,1,Tier 2,Female,16,Grade 11-12,Science,Private,Rs2L-Rs5L,2,Yes before,3,CUET,4,Good,5-10hrs,4,"Know what I want, not how to get there",3,Medium,2,Rarely,Mostly me parents input,4,Friends in career,No but looked,Dont know strengths,Execution gap,High-risk reward,3,Mostly personal growth,3,4,Mostly Internal,Decision Making,Technology,Media,Law,Watching videos,5,4,4,4,4,5.0,4,4.0,Smartphone iOS,Regional language,No,Up to Rs99,1.4,Monthly subscription,Outcome data,1,Yes,1
R1786,Parent Driven Student,4,Tier 2,Female,14,Grade 8-10,Science,Private,Rs5L-Rs10L,3,Parents pay,2,None,3,Average,1-3hrs,2,"Chosen path, need plan",4,High,3,Sometimes,Parents already decided,1,YouTube/Instagram,No didnt know,Wrong college choice,Family conflict,Stable job,1,Mostly personal growth,3,3,Balanced,Decision Making,Design,Technology,Media,Watching videos,2,4,3,4,4,3.0,5,1.0,Laptop/Desktop,English Hindi mix,Yes,Rs300-Rs499,4.7,School pays,School subscribed,1,Yes,1
R1787,Focused Achiever,1,Tier 3,Male,22,Undergraduate,Vocational/Other,Private,Above Rs20L,5,Yes before,3,CUET,4,Good,More than 10hrs,5,"Have interests, dont know career match",2,Low,1,Never,I decide completely,5,Friends in career,No but looked,Wrong college choice,Family conflict,Depends on factors,2,Mostly personal growth,4,5,Internal,Execution,Science Research,Business,Medicine,Hands-on projects,3,2,3,4,5,5.0,4,4.0,Smartphone Android,English only,Yes,Rs100-Rs299,3.3,School pays,Friend recommendation,1,Yes,1
R1788,Parent Driven Student,4,Tier 1,Female,19,Undergraduate,Science,Private,Rs5L-Rs10L,3,No free only,1,None,4,Good,Less than 1hr,1,"Chosen path, need plan",2,Low,3,Sometimes,Mostly me parents input,4,YouTube/Instagram,No but looked,Wrong college choice,Financial anxiety,High-risk reward,3,Mostly personal growth,4,3,Balanced,Exploration,Technology,Media,Medicine,Reading articles,5,4,4,2,3,4.0,5,4.0,Smartphone Android,Regional language,Yes,Free only,0.2,Completely free,Affordable price,0,No,0
R1789,Career Switcher,2,Tier 2,Female,18,Undergraduate,Arts,Private,Below Rs2L,1,No free only,1,CUET,4,Good,3-5hrs,3,No idea where to begin,3,Medium,5,Almost Every Day,I decide completely,5,YouTube/Instagram,Yes helpful,Too many options,Financial anxiety,Depends on factors,2,Mostly personal growth,4,4,Mostly Internal,Planning,Media,Defence,Law,Reading articles,4,5,3,4,5,4.0,3,4.0,Smartphone iOS,Regional language,Yes,Rs100-Rs299,3.3,Free one-time report,Outcome data,1,Yes,1
R1790,Focused Achiever,1,Tier 2,Female,25,Postgraduate,Science,Online/Distance,Rs5L-Rs10L,3,No free only,1,JEE,3,Average,5-10hrs,4,Parents decided - not sure its right,1,Very Low,1,Never,I decide completely,5,Friends in career,Yes not helpful enough,Wrong college choice,Information gap,High-risk reward,3,Mostly personal growth,4,5,Internal,Execution,Technology,Medicine,Science Research,Reading articles,4,5,5,5,3,4.0,4,5.0,Smartphone iOS,English Hindi mix,No,Free only,0.4,Monthly subscription,Outcome data,0,Yes,1
R1791,Confused Explorer,0,Tier 1,Male,13,Grade 8-10,Commerce,Private,Rs5L-Rs10L,3,Parents pay,2,Not sure,2,Below Average,5-10hrs,4,"Chosen path, need plan",4,High,3,Sometimes,Equal joint decision,3,Career apps,No but looked,Too many options,Family conflict,Stable job,1,Balanced both,4,3,Balanced,Decision Making,Business,Social Work,Technology,Watching videos,4,3,3,3,4,4.0,4,2.0,Smartphone iOS,Hindi,Yes,Rs100-Rs299,2.8,Pay per session,Affordable price,1,Yes,1
R1792,Career Switcher,2,Tier 1,Male,27,Postgraduate,Commerce,Private,Rs10L-Rs20L,4,Yes currently,4,CAT/MBA,5,Excellent,1-3hrs,2,"Have interests, dont know career match",2,Low,3,Sometimes,Equal joint decision,3,Friends in career,No but looked,Wrong college choice,Lacks self-awareness,Depends on factors,2,Mostly financial,3,4,Mostly Internal,Planning,Law,Media,Business,Reading articles,4,5,2,4,4,4.0,3,4.0,Smartphone Android,Hindi,Yes,Free only,0.0,Monthly subscription,Free trial,0,Yes,1
R1793,Focused Achiever,1,Tier 1,Female,22,Undergraduate,Science,Private,Rs5L-Rs10L,3,Yes before,3,UPSC,5,Excellent,3-5hrs,3,"Chosen path, need plan",1,Very Low,2,Rarely,I decide completely,5,School counselor,Yes not helpful enough,Dont know strengths,Information gap,Stable job,1,Mostly personal growth,3,5,Internal,Execution,Business,Finance,Technology,Hands-on projects,5,5,5,5,4,5.0,4,4.0,Smartphone Android,No preference,Yes,Free only,0.3,Monthly subscription,Free trial,0,Yes,1
R1794,Confused Explorer,0,Tier 1,Female,20,Undergraduate,Commerce,Government/Aided,Below Rs2L,1,Parents pay,2,None,3,Average,1-3hrs,2,No idea where to begin,4,High,5,Almost Every Day,I decide completely,5,School counselor,No didnt know,Too many options,Family conflict,Stable job,1,Mostly financial,2,1,External,Exploration,Finance,Technology,Design,Watching videos,4,2,3,3,3,2.0,5,4.0,Smartphone Android,English Hindi mix,Yes,Up to Rs99,1.3,Monthly subscription,School subscribed,1,No,0
R1795,Parent Driven Student,4,Tier 1,Male,16,Grade 11-12,Science,Government/Aided,Rs5L-Rs10L,3,Yes before,3,CAT/MBA,3,Average,1-3hrs,2,Parents decided - not sure its right,3,Medium,5,Almost Every Day,Parents already decided,1,Parents/relatives,No but looked,Family pressure,Lacks self-awareness,Stable job,1,Mostly financial,4,3,Balanced,Decision Making,Science Research,Medicine,Defence,Live workshops,3,4,3,4,3,3.0,3,4.0,Smartphone Android,English Hindi mix,Yes,Up to Rs99,0.7,School pays,Free trial,1,No,0
R1796,Parent Driven Student,4,Tier 2,Female,22,Undergraduate,Vocational/Other,Central School,Rs5L-Rs10L,3,Yes currently,4,NDA,3,Average,3-5hrs,3,On path but feel I chose wrongly,4,High,4,Often,Parents already decided,1,Official websites,No but looked,Dont know strengths,Family conflict,Depends on factors,2,Mostly financial,2,3,Balanced,Planning,Science Research,Finance,Design,Talking to mentor,4,3,3,4,4,4.0,5,4.0,Smartphone iOS,English only,No,Rs100-Rs299,3.0,Completely free,Teacher recommendation,1,Yes,1
R1797,Focused Achiever,1,Tier 3,Female,23,Postgraduate,Science,Private,Below Rs2L,1,Yes before,3,UPSC,5,Excellent,3-5hrs,3,"Chosen path, need plan",2,Low,2,Rarely,Mostly me parents input,4,Friends in career,Yes helpful,Job availability worry,Execution gap,Stable job,1,Mostly personal growth,3,3,Balanced,Transition,Technology,Medicine,Design,Hands-on projects,5,5,5,4,5,5.0,3,3.0,Laptop/Desktop,Regional language,Yes,Rs300-Rs499,5.0,Annual plan,Teacher recommendation,1,No,0
R1798,Budget Conscious Learner,3,Tier 2,Female,20,Undergraduate,Arts,Online/Distance,Rs5L-Rs10L,3,No free only,1,None,5,Excellent,1-3hrs,2,"Know what I want, not how to get there",5,Very High,2,Rarely,Equal joint decision,3,Career apps,Yes not helpful enough,Lack of info new careers,Information gap,High-risk reward,3,Balanced both,3,5,Internal,Exploration,Business,Teaching,Media,Watching videos,4,4,4,4,3,3.0,5,3.0,Smartphone Android,English Hindi mix,No,Rs300-Rs499,5.4,Monthly subscription,Free trial,1,Yes,1
